date,meeting,title
2024年4月12日,経営会議,PRESS BUTTER SANDデセール・バターサンド「チーズタルト」及び関連商品期間限定販売の件
2024年4月12日,経営会議,caicaフロランタンショコラサンド「ココナッツ」期間限定販売の件
2024年4月12日,経営会議,PRESS BUTTER SAND催事出店の件（新宿小田急）
2024年4月12日,経営会議,PRESS BUTTER SAND催事出店の件
2024年4月12日,経営会議,RINGO「サマーバッグ」（グッズ）期間限定販売の件
2024年4月12日,経営会議,韓国FCによるPRESS BUTTER SAND「焼きたてバターサンド苺バタークリーム」販売の件
2024年4月25日,経営会議,しろいし洋菓子店催事出店の件
2024年4月25日,経営会議,caica催事出店の件
2024年4月25日,経営会議,PRESS BUTTER SAND催事出店の件
2024年4月25日,経営会議,PRESS BUTTER SAND卸販売の件（青森THREE）
2024年4月25日,経営会議,韓国FCによるBAKE CHEESE TART「ゆずはちみつチーズタルト」期間限定販売の件
2024年4月25日,経営会議,台湾法人によるPOPUP出店の件（PRESS BUTTER SAND、八 by PRESS BUTTER SAND誠品生活南西店）
2024年4月25日,経営会議,台湾法人によるPOPUP出店の件（PRESS BUTTER SAND、八 by PRESS BUTTER SAND誠品生活新店）
2024年5月10日,経営会議,PRESS BUTTER SAND催事出店の件（FY24催事開始分）
2024年5月10日,経営会議,PRESS BUTTER SAND催事出店の件（FY25催事開始分）
2024年5月10日,経営会議,八 by PRESS BUTTER SAND催事出店の件
2024年5月10日,経営会議,caica催事出店の件
2024年5月10日,経営会議,BAKE CHEESE TART催事出店の件
2024年5月10日,経営会議,しろいし洋菓子店催事出店の件
2024年5月10日,経営会議,PRESS BUTTER SAND卸販売の件（ニュートラルコーポレーション；モネ展）
2024年5月10日,経営会議,PRESS BUTTER SAND卸販売の件（成田空港ターミナル２AKIHABARA）
2024年5月10日,経営会議,株式会社バンダイとの「商品化ライセンス契約書」締結の件
2024年5月10日,経営会議,オンラインチャネルにおいえる6-7月商品販売の件
2024年5月10日,経営会議,オンラインチャネルにおけるcake.tokyo紹介商品販売の件（4-5月分）
2024年5月10日,経営会議,オンラインチャネルにおける選べるeギフト販売の件
2024年5月10日,経営会議,シンガポール法人によるPRESS BUTTER SAND「桃」期間限定販売の件
2024年5月30日,経営会議,PRESS BUTTER SAND催事出店の件
2024年5月30日,経営会議,PRESS BUTTER SAND催事出店の件(FY25分)
2024年5月30日,経営会議,PRESS BUTTER SAND卸販売の件（成田空港第一ターミナルFa SO La TAXFREE AKIHABARA）
2024年5月30日,経営会議,PRESS BUTTER SAND卸販売の件（株式会社JALUXエアポート）
2024年5月30日,経営会議,BAKE CHEESE TART焼きたてチーズタルト「アールグレイ」期間限定販売の件
2024年5月30日,経営会議,RINGO焼きたてオープンパイ「りんご」期間限定テスト販売の件
2024年5月30日,経営会議,RINGOアイスパイサンデー「チョコレート」、アイスパイサンデー「ピーチ」期間限定販売の件
2024年5月30日,経営会議,PRESS BUTTER SANDアイスサンド「檸檬」期間限定販売の件
2024年5月30日,経営会議,プレスバターサンドギャラリーバターサンドギャラリー4個入り店舗限定商品期間限定販売の件
2024年5月30日,経営会議,BAKE CHEESE TART「フロマージュタルト」店舗価格の件
2024年5月30日,経営会議,"BAKE INC,公式ラインアカウントエクスパンションプラン契約の件"
2024年5月30日,経営会議,デロイトトーマツフィナンシャルアドバイザリーとの業務委託契約締結の件
2024年6月14日,経営会議,韓国FCによるPOPUP出店の件（BAKE CHEESE TART釜山Bexco店）
2024年6月14日,経営会議,韓国FCによるPRESS BUTTER SAND焼きたてバターサンド「チョコレートバタークリーム」販売の件
2024年6月14日,経営会議,韓国FCによるPRESS BUTTER SAND「桃」・「プレーン／桃セット」期間限定販売の件
2024年6月14日,経営会議,PRESS BUTTER SAND催事出店の件
2024年6月14日,経営会議,caica催事出店の件
2024年6月14日,経営会議,PRESS BUTTER SANDバターサンド「珈琲」関連商品および2024年お歳暮商材期間限定販売の件
2024年6月14日,経営会議,八 by PRESS BUTTER SAND店舗周年施策商品期間限定販売の件
2024年6月14日,経営会議,PRESS BUTTER SAND卸販売の件（お歳暮各百貨店）
